Mês,País Importado,Produto,Via,FOB (US$)
10,Índia,Plásticos e suas obras,AEREA,3816
12,Vietnã,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",AEREA,3816
6,Turquia,Alumínio e suas obras,MARITIMA,3813
3,Alemanha,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,AEREA,3811
12,Hungria,Produtos diversos das indústrias químicas,MARITIMA,3810
6,Suíça,Borracha e suas obras,MARITIMA,3808
2,Índia,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",MARITIMA,3808
11,Coreia do Sul,"Obras de ferro fundido, ferro ou aço",AEREA,3807
12,África do Sul,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,3802
7,Letônia,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,3797
9,Turquia,Obras diversas,AEREA,3795
11,Polônia,Açúcares e produtos de confeitaria,MARITIMA,3794
10,Bulgária,"Obras de ferro fundido, ferro ou aço",MARITIMA,3792
7,México,Cobre e suas obras,MARITIMA,3789
12,Taiwan (Formosa),"Obras de ferro fundido, ferro ou aço",AEREA,3788
11,Indonésia,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,3788
12,Itália,"Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",MARITIMA,3787
5,"Tcheca, República","Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,3783
7,Reino Unido,Zinco e suas obras,AEREA,3783
5,Peru,Cacau e suas preparações,AEREA,3780
12,Portugal,Borracha e suas obras,MARITIMA,3778
12,Polônia,"Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",MARITIMA,3775
10,Hungria,"Obras de ferro fundido, ferro ou aço",MARITIMA,3774
1,Suécia,Borracha e suas obras,AEREA,3772
9,Itália,"Vestuário e seus acessórios, exceto de Malha",MARITIMA,3768
7,Coreia do Sul,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",MARITIMA,3766
1,Alemanha,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",MARITIMA,3765
3,México,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",AEREA,3759
1,Dinamarca,Borracha e suas obras,AEREA,3759
11,França,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,MARITIMA,3758
7,Tailândia,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,3756
6,França,"Sal; enxofre; terras e pedras; gesso, cal e cimento",MARITIMA,3755
8,Suíça,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",MARITIMA,3754
3,Argentina,Obras diversas,AEREA,3753
12,Romênia,Borracha e suas obras,MARITIMA,3751
4,Tailândia,Obras diversas de metais comuns,AEREA,3748
3,Hong Kong,Artigos de relojoaria,MARITIMA,3748
6,Sérvia,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",MARITIMA,3747
6,Tailândia,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,MARITIMA,3744
3,Polônia,Cacau e suas preparações,RODOVIARIA,3742
10,Eslováquia,"Obras de ferro fundido, ferro ou aço",MARITIMA,3737
6,Hong Kong,Produtos cerâmicos,MARITIMA,3733
6,Eslovênia,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,3732
2,Países Baixos (Holanda),Borracha e suas obras,AEREA,3731
11,Taiwan (Formosa),Artigos de relojoaria,AEREA,3730
10,Coreia do Sul,Borracha e suas obras,AEREA,3728
3,Hong Kong,Algodão,MARITIMA,3727
3,Suíça,Produtos diversos das indústrias químicas,AEREA,3727
11,Áustria,Açúcares e produtos de confeitaria,MARITIMA,3725
10,Bélgica,Plásticos e suas obras,AEREA,3725
7,Itália,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",MARITIMA,3724
8,China,Estanho e suas obras,MARITIMA,3720
8,Portugal,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,AEREA,3720
5,Índia,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",MARITIMA,3718
4,São Cristóvão e Névis,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,3715
2,Países Baixos (Holanda),"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",AEREA,3715
10,França,"Gomas, resinas e outros sucos e extratos vegetais",MARITIMA,3713
8,Eslováquia,"Obras de ferro fundido, ferro ou aço",MARITIMA,3713
11,Espanha,"Peles, exceto as peles com pelo, e couros",AEREA,3712
10,Espanha,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",AEREA,3711
4,Chile,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,AEREA,3709
12,Turquia,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,3708
1,Ucrânia,Plásticos e suas obras,AEREA,3706
9,Israel,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,3700
7,Romênia,Alumínio e suas obras,MARITIMA,3699
6,Estônia,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,3698
9,China,Penas e penugem preparadas e suas obras; flores artificiais; obras de cabelo,AEREA,3696
5,Países Baixos (Holanda),Produtos para fotografia e cinematografia,AEREA,3694
3,Taiwan (Formosa),Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,AEREA,3692
5,Índia,"Café, chá, mate e especiarias",MARITIMA,3691
11,Polônia,Obras diversas de metais comuns,MARITIMA,3688
10,Polônia,"Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",MARITIMA,3686
1,Turquia,Borracha e suas obras,AEREA,3685
9,Reino Unido,Borracha e suas obras,AEREA,3683
1,"Tcheca, República",Borracha e suas obras,AEREA,3682
8,Bélgica,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",MARITIMA,3681
11,Nova Zelândia,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,3681
1,Sérvia,Alumínio e suas obras,MARITIMA,3680
12,Paquistão,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",AEREA,3680
2,Alemanha,Produtos químicos orgânicos,AEREA,3679
7,Hong Kong,Embarcações e estruturas flutuantes,MARITIMA,3678
2,Japão,Borracha e suas obras,AEREA,3677
8,Azerbaijão,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,3676
8,Coreia do Sul,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",MARITIMA,3673
12,Itália,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,AEREA,3673
8,Itália,"Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",MARITIMA,3670
12,Países Baixos (Holanda),"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",MARITIMA,3670
7,Turquia,Obras diversas,AEREA,3670
12,Egito,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,AEREA,3670
11,Dinamarca,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,3668
3,Índia,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,AEREA,3667
2,Marrocos,Plásticos e suas obras,AEREA,3666
5,Espanha,Cobre e suas obras,AEREA,3663
11,Argentina,Cacau e suas preparações,RODOVIARIA,3663
1,Itália,Açúcares e produtos de confeitaria,MARITIMA,3661
1,Nova Zelândia,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,3659
8,Nova Zelândia,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,3659
2,Áustria,"Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",MARITIMA,3657
9,Suíça,Vidro e suas obras,MARITIMA,3657
3,Noruega,Cobre e suas obras,AEREA,3656
6,Hungria,"Obras de ferro fundido, ferro ou aço",AEREA,3656
4,Estados Unidos,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",AEREA,3655
12,Paquistão,Preparações alimentícias diversas,MARITIMA,3654
3,Alemanha,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,AEREA,3653
3,Paquistão,Preparações alimentícias diversas,MARITIMA,3652
12,Hungria,Produtos diversos das indústrias químicas,AEREA,3651
1,Canadá,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,AEREA,3651
12,Polônia,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",MARITIMA,3649
8,Países Baixos (Holanda),"Obras de ferro fundido, ferro ou aço",AEREA,3648
4,Suíça,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",MARITIMA,3644
2,Suíça,Outros metais comuns; ceramais (cermets); obras dessas matérias,AEREA,3644
1,Vietnã,"Vestuário e seus acessórios, de malha",AEREA,3641
1,França,Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel,MARITIMA,3640
4,Sri Lanka,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,MARITIMA,3636
10,China,Alumínio e suas obras,RODOVIARIA,3635
3,Belarus,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,3635
8,Irlanda,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,3633
4,Brasil,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,3632
1,Suíça,Cobre e suas obras,AEREA,3631
12,Bósnia-Herzegovina,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,3628
9,Bósnia-Herzegovina,Plásticos e suas obras,MARITIMA,3626
1,Alemanha,Obras diversas,AEREA,3624
9,Paquistão,Preparações alimentícias diversas,MARITIMA,3622
10,Bósnia-Herzegovina,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,3622
6,China,Tecidos de malha,AEREA,3620
8,Paquistão,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",AEREA,3620
8,Turquia,Alumínio e suas obras,MARITIMA,3615
7,Suíça,Vidro e suas obras,MARITIMA,3614
4,Suécia,Obras diversas de metais comuns,MARITIMA,3607
12,Hungria,Obras diversas de metais comuns,MARITIMA,3607
3,Bulgária,Obras diversas de metais comuns,MARITIMA,3605
1,Hong Kong,Obras diversas,MARITIMA,3603
7,Marrocos,Plásticos e suas obras,MARITIMA,3598
8,Singapura,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,3596
12,Bulgária,Borracha e suas obras,MARITIMA,3594
6,Itália,"Ferro fundido, ferro e aço",AEREA,3593
5,Canadá,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,3592
8,Portugal,"Obras de ferro fundido, ferro ou aço",AEREA,3591
1,Estônia,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,3591
10,Itália,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",MARITIMA,3590
3,Alemanha,"Guarda-chuvas, sombrinhas, guarda-sóis, bengalas, bengalas-assentos, chicotes, pingalins, e suas partes",MARITIMA,3589
10,Hong Kong,Artigos de relojoaria,MARITIMA,3587
11,"Cocos (Keeling), Ilhas",Obras diversas,MARITIMA,3583
6,Eslováquia,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,3581
5,Taiwan (Formosa),"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",MARITIMA,3580
6,Itália,Obras diversas,AEREA,3579
1,Dinamarca,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,3572
3,Itália,Algodão,AEREA,3569
9,Itália,"Vestuário e seus acessórios, de malha",MARITIMA,3563
1,Suíça,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",AEREA,3561
2,Eslovênia,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,3558
9,San Marino,Produtos diversos das indústrias químicas,MARITIMA,3557
11,México,Alumínio e suas obras,MARITIMA,3553
1,Dinamarca,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",AEREA,3551
7,Índia,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,AEREA,3551
1,Alemanha,Níquel e suas obras,AEREA,3549
1,França,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",MARITIMA,3545
2,Turquia,Obras diversas,AEREA,3543
12,Japão,Cobre e suas obras,AEREA,3539
8,Finlândia,"Obras de ferro fundido, ferro ou aço",MARITIMA,3538
11,Dinamarca,"Obras de ferro fundido, ferro ou aço",AEREA,3537
12,Países Baixos (Holanda),"Obras de ferro fundido, ferro ou aço",MARITIMA,3535
12,Tunísia,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,AEREA,3534
6,Coreia do Sul,Obras diversas de metais comuns,MARITIMA,3531
12,Suíça,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,MARITIMA,3529
8,Áustria,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",MARITIMA,3526
3,Índia,"Obras de ferro fundido, ferro ou aço",AEREA,3521
1,Egito,Alumínio e suas obras,MARITIMA,3518
3,Suécia,Obras diversas,AEREA,3517
7,Estônia,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,3516
2,Alemanha,Açúcares e produtos de confeitaria,MARITIMA,3516
4,El Salvador,"Gomas, resinas e outros sucos e extratos vegetais",MARITIMA,3511
6,Áustria,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",MARITIMA,3509
1,Índia,"Madeira, carvão vegetal e obras de madeira",AEREA,3509
7,Indonésia,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,3507
8,Eslovênia,"Ferro fundido, ferro e aço",MARITIMA,3506
1,China,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,AEREA,3505
10,Bulgária,Borracha e suas obras,MARITIMA,3503
9,Bulgária,Borracha e suas obras,MARITIMA,3502
2,Reino Unido,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria",MARITIMA,3498
8,Portugal,Borracha e suas obras,MARITIMA,3496
1,Hungria,Produtos farmacêuticos,AEREA,3496
11,Estados Unidos,Instrumentos musicais; suas partes e acessórios,AEREA,3495
8,Índia,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,AEREA,3493
1,Noruega,Zinco e suas obras,AEREA,3488
10,Suécia,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",AEREA,3488
2,Hong Kong,Tecidos de malha,AEREA,3487
6,República Dominicana,Plásticos e suas obras,AEREA,3484
5,Japão,Obras diversas de metais comuns,AEREA,3484
9,Brasil,Produtos químicos orgânicos,MARITIMA,3481
1,Belize,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,3481
10,China,Filamentos sintéticos ou artificiais,AEREA,3480
7,Estados Unidos,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",AEREA,3479
9,Malásia,"Obras de ferro fundido, ferro ou aço",MARITIMA,3478
10,Canadá,Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).,MARITIMA,3477
6,Guatemala,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,MARITIMA,3476
9,Dinamarca,Produtos diversos das indústrias químicas,MARITIMA,3474
8,Espanha,"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos técnicos de matérias têxteis",AEREA,3473
10,África do Sul,Produtos químicos orgânicos,AEREA,3471
1,Eslováquia,Vidro e suas obras,MARITIMA,3470
11,Estados Unidos,Tecidos de malha,MARITIMA,3459
4,Suécia,Borracha e suas obras,AEREA,3459
7,Suécia,"Obras de ferro fundido, ferro ou aço",AEREA,3457
3,Uruguai,Produtos diversos das indústrias químicas,RODOVIARIA,3453
9,Países Baixos (Holanda),"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",MARITIMA,3452
2,Índia,"Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",AEREA,3451
12,Áustria,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,3451
1,Canadá,Produtos diversos das indústrias químicas,MARITIMA,3446
12,Índia,Cobre e suas obras,AEREA,3445
2,Taiwan (Formosa),"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",AEREA,3445
1,Israel,Produtos diversos das indústrias químicas,AEREA,3445
6,Alemanha,Outros metais comuns; ceramais (cermets); obras dessas matérias,AEREA,3444
8,Indonésia,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",MARITIMA,3443
1,Eslovênia,"Obras de ferro fundido, ferro ou aço",AEREA,3440
5,Alemanha,Vidro e suas obras,AEREA,3439
7,Vietnã,Penas e penugem preparadas e suas obras; flores artificiais; obras de cabelo,AEREA,3436
12,Belarus,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,3434
4,Tailândia,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",AEREA,3426
4,Taiwan (Formosa),Tecidos especiais; tecidos tufados; rendas; tapeçarias; passamanarias; bordados.,AEREA,3425
6,Indonésia,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,3425
1,Noruega,"Obras de ferro fundido, ferro ou aço",AEREA,3420
6,Indonésia,Instrumentos musicais; suas partes e acessórios,MARITIMA,3419
9,Alemanha,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",AEREA,3417
2,Suíça,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",AEREA,3415
4,Noruega,Cobre e suas obras,AEREA,3410
9,Eslovênia,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,3406
12,Turquia,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",AEREA,3406
9,Hong Kong,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",AEREA,3404
12,Grécia,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",MARITIMA,3404
11,Argentina,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",RODOVIARIA,3399
6,Países Baixos (Holanda),"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,3398
10,Reino Unido,"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas",AEREA,3398
6,Sérvia,"Obras de ferro fundido, ferro ou aço",MARITIMA,3397
5,"Tcheca, República","Obras de ferro fundido, ferro ou aço",AEREA,3396
2,Eslováquia,"Obras de ferro fundido, ferro ou aço",MARITIMA,3396
4,Marrocos,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,3393
10,Alemanha,"Ferro fundido, ferro e aço",AEREA,3390
8,Bélgica,Alumínio e suas obras,MARITIMA,3388
10,Brasil,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,3386
3,Suíça,"Pastas (ouates), feltros e falsos tecidos; fios especiais; cordéis, cordas e cabos; artigos de cordoaria",AEREA,3385
10,Reino Unido,Matérias albuminóides; produtos à base de amidos ou de féculas modificados; colas; enzimas,MARITIMA,3385
9,"Tcheca, República","Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",AEREA,3384
11,Portugal,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,3383
1,Mianmar,"Vestuário e seus acessórios, de malha",MARITIMA,3378
7,Filipinas,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,3378
4,Suécia,Borracha e suas obras,MARITIMA,3376
9,Taiwan (Formosa),"Chapéus e artefatos de uso semelhante, e suas partes",MARITIMA,3375
3,Chile,"Ferro fundido, ferro e aço",RODOVIARIA,3374
10,Espanha,Alumínio e suas obras,MARITIMA,3373
3,China,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",AEREA,3373
11,Itália,Filamentos sintéticos ou artificiais,AEREA,3372
11,"Tcheca, República","Obras de ferro fundido, ferro ou aço",AEREA,3370
4,Itália,"Ferro fundido, ferro e aço",AEREA,3368
7,Portugal,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns",AEREA,3367
6,Peru,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,3363
9,Países Baixos (Holanda),"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",MARITIMA,3362
1,Estados Unidos,Frutas; cascas de frutos cítricos e de melões,AEREA,3360
9,Índia,Produtos diversos das indústrias químicas,AEREA,3360
10,Austrália,"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas",AEREA,3358
10,Bélgica,"Fibras sintéticas ou artificiais, descontínuas",MARITIMA,3355
4,Líbano,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",MARITIMA,3351
2,Hungria,Borracha e suas obras,AEREA,3347
7,Argentina,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,3344
5,Suécia,"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes",AEREA,3344
3,Alemanha,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",AEREA,3343
1,Hong Kong,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",MARITIMA,3343
9,Itália,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas",MARITIMA,3341
5,El Salvador,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,3341
12,Dinamarca,Preparações alimentícias diversas,AEREA,3340
1,Bélgica,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,3337
4,Hong Kong,Vidro e suas obras,MARITIMA,3335
11,Bélgica,Obras diversas,MARITIMA,3332
5,Hungria,Borracha e suas obras,AEREA,3329
4,Camboja,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",MARITIMA,3328
2,Hong Kong,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",MARITIMA,3327
5,Estados Unidos,Instrumentos musicais; suas partes e acessórios,MARITIMA,3326
7,Países Baixos (Holanda),Produtos para fotografia e cinematografia,AEREA,3324
4,Taiwan (Formosa),Alumínio e suas obras,AEREA,3324
5,Portugal,Borracha e suas obras,MARITIMA,3323
9,China,"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização para vias de comunicação",MEIOS PROPRIOS,3316
4,Japão,Penas e penugem preparadas e suas obras; flores artificiais; obras de cabelo,MARITIMA,3315
5,Coreia do Sul,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",AEREA,3314
8,Itália,Instrumentos musicais; suas partes e acessórios,AEREA,3312
5,Reino Unido,Alumínio e suas obras,MARITIMA,3310
3,Suíça,Borracha e suas obras,MARITIMA,3309
9,Dinamarca,Plásticos e suas obras,MARITIMA,3309
2,Taiwan (Formosa),Tecidos de malha,MARITIMA,3309
3,China,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",AEREA,3308
