Mês,País Importado,Produto,Via,FOB (US$)
3,Estados Unidos,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",MARITIMA,1041748
10,Coreia do Sul,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,1041089
2,Indonésia,Borracha e suas obras,MARITIMA,1040744
2,China,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",MARITIMA,1040459
11,Alemanha,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,MARITIMA,1039648
5,Índia,Plásticos e suas obras,MARITIMA,1039589
6,França,Produtos químicos orgânicos,MARITIMA,1039269
3,França,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,1038840
11,Alemanha,Cacau e suas preparações,MARITIMA,1038815
9,Alemanha,Cacau e suas preparações,MARITIMA,1038615
12,Rússia,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",MARITIMA,1038291
12,China,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,MARITIMA,1037457
8,Vietnã,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,1037229
3,Equador,Chumbo e suas obras,MARITIMA,1036884
3,Chile,Produtos químicos orgânicos,MARITIMA,1035972
6,Egito,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",MARITIMA,1035178
12,Coreia do Sul,Borracha e suas obras,MARITIMA,1033766
5,França,Plásticos e suas obras,MARITIMA,1030651
9,Itália,"Bebidas, líquidos alcoólicos e vinagres",MARITIMA,1029862
1,China,"Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",MARITIMA,1029617
1,Coreia do Sul,Borracha e suas obras,MARITIMA,1029142
9,Suécia,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,AEREA,1028771
9,Finlândia,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,1028385
1,Austrália,Alumínio e suas obras,MARITIMA,1028159
6,Marrocos,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,1027955
10,Chile,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,RODOVIARIA,1027573
6,México,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,1027109
10,Argentina,Borracha e suas obras,RODOVIARIA,1027057
4,Chile,Plásticos e suas obras,RODOVIARIA,1027002
3,Bélgica,Produtos farmacêuticos,AEREA,1026671
11,Estados Unidos,Frutas; cascas de frutos cítricos e de melões,MARITIMA,1026510
2,Peru,Zinco e suas obras,MARITIMA,1026457
8,Uruguai,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",RODOVIARIA,1026164
9,China,"Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis",MARITIMA,1026033
6,Argentina,"Carnes e miudezas, comestíveis",RODOVIARIA,1024813
1,Paraguai,Cobre e suas obras,MARITIMA,1024358
8,Indonésia,"Ferro fundido, ferro e aço",MARITIMA,1023861
3,Índia,Plásticos e suas obras,MARITIMA,1023813
9,Chile,"Sal; enxofre; terras e pedras; gesso, cal e cimento",MARITIMA,1022397
12,Coreia do Sul,"Fibras sintéticas ou artificiais, descontínuas",MARITIMA,1022008
4,Paraguai,Cereais,RODOVIARIA,1022000
2,Hungria,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,1021151
3,Paraguai,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",RODOVIARIA,1020492
7,França,Plásticos e suas obras,MARITIMA,1020324
8,Estados Unidos,"Ferro fundido, ferro e aço",MARITIMA,1019219
5,Coreia do Sul,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,1017898
2,"Congo, República Democrática","Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,1017489
6,Argentina,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",RODOVIARIA,1016290
11,Finlândia,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,1015142
7,França,Produtos farmacêuticos,MARITIMA,1013888
12,Alemanha,Borracha e suas obras,MARITIMA,1013687
2,Emirados Árabes Unidos,Alumínio e suas obras,MARITIMA,1013377
11,Tailândia,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos",MARITIMA,1012502
1,China,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",MARITIMA,1012083
10,Taiwan (Formosa),"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,1011884
6,Vietnã,Borracha e suas obras,MARITIMA,1011762
11,Marrocos,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,1011649
10,França,Produtos farmacêuticos,AEREA,1011425
10,Vietnã,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,1011398
11,Vietnã,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,1011298
3,Suécia,"Papel e cartão; obras de pasta de celulose, de papel ou de cartão",MARITIMA,1011258
6,Bélgica,"Ferro fundido, ferro e aço",MARITIMA,1010858
3,Finlândia,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,1010694
11,Paraguai,Tecidos de malha,RODOVIARIA,1010030
4,"Tcheca, República","Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,1009659
1,Uruguai,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",RODOVIARIA,1008330
3,Alemanha,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,MARITIMA,1008166
6,Espanha,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,MARITIMA,1007419
8,Paraguai,"Vestuário e seus acessórios, exceto de Malha",RODOVIARIA,1006477
1,Argentina,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",RODOVIARIA,1006227
1,Estados Unidos,"Outros produtos de origem animal, não especificados nem compreendidos noutros Capítulos",MARITIMA,1005075
10,Uruguai,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",RODOVIARIA,1005075
10,Peru,"Vestuário e seus acessórios, de malha",MARITIMA,1004733
8,França,Produtos farmacêuticos,AEREA,1004639
1,Países Baixos (Holanda),Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,MARITIMA,1004263
1,Coreia do Sul,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,1003843
4,Irlanda,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,1003630
1,Chile,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,RODOVIARIA,1003286
3,Venezuela,Alumínio e suas obras,MARITIMA,1002943
10,Estados Unidos,Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).,MARITIMA,1002801
12,Índia,"Sabões, agentes orgânicos de superfície, preparações para lavagem, preparações lubrificantes, ceras artificiais, ceras preparadas, produtos de conservação e limpeza, velas e artigos semelhantes, massas ou pastas para modelar, ""ceras"" para dentistas e Comp",MARITIMA,1002643
11,Espanha,Óleos essenciais e resinóides; produtos de perfumaria ou de toucador preparados e preparações cosméticas,MARITIMA,1002625
5,Espanha,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,MARITIMA,1000965
6,Tailândia,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,1000951
9,Itália,Plásticos e suas obras,MARITIMA,999028
8,China,"Chapéus e artefatos de uso semelhante, e suas partes",MARITIMA,997978
7,Argentina,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",RODOVIARIA,997525
6,Índia,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,996121
4,Coreia do Sul,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,995725
12,Áustria,"Ferro fundido, ferro e aço",MARITIMA,995523
3,Vietnã,"Vestuário e seus acessórios, exceto de Malha",MARITIMA,995232
11,Rússia,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,994955
5,Alemanha,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,994324
10,Espanha,Produtos químicos orgânicos,MARITIMA,994167
5,Estados Unidos,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,993776
8,Índia,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,993723
6,Alemanha,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,992394
4,Paraguai,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,RODOVIARIA,992077
11,Estados Unidos,"Ferro fundido, ferro e aço",MARITIMA,991501
11,Chile,Chumbo e suas obras,MARITIMA,991072
7,Estados Unidos,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,991071
4,Argentina,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",RODOVIARIA,990875
5,Índia,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,990602
6,Alemanha,Adubos (fertilizantes),MARITIMA,990584
8,Argentina,"Bebidas, líquidos alcoólicos e vinagres",RODOVIARIA,989807
5,China,"Madeira, carvão vegetal e obras de madeira",MARITIMA,989157
11,Coreia do Sul,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,989068
8,Rússia,"Ferro fundido, ferro e aço",MARITIMA,988545
10,França,"Bebidas, líquidos alcoólicos e vinagres",MARITIMA,988443
6,Alemanha,Produtos químicos orgânicos,MARITIMA,988356
12,Japão,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,987907
10,Paraguai,Tecidos de malha,RODOVIARIA,987443
4,Estados Unidos,Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).,MARITIMA,985780
5,Itália,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,984835
6,França,Plásticos e suas obras,MARITIMA,984572
3,Hungria,Produtos químicos orgânicos,MARITIMA,984444
4,Argentina,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,RODOVIARIA,984197
6,Japão,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,983130
8,Reino Unido,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,982655
6,Vietnã,"Fibras sintéticas ou artificiais, descontínuas",MARITIMA,982303
4,França,Produtos químicos orgânicos,MARITIMA,982144
1,Coreia do Sul,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,981882
11,França,Plásticos e suas obras,MARITIMA,981242
8,Argentina,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,MARITIMA,980371
12,Estados Unidos,Adubos (fertilizantes),MARITIMA,979706
3,Espanha,"Ferro fundido, ferro e aço",MARITIMA,979526
3,Peru,"Vestuário e seus acessórios, de malha",MARITIMA,978684
4,Índia,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,978624
2,Eslováquia,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,978328
2,Estados Unidos,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,MARITIMA,978100
6,Japão,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,976755
5,Chile,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.",RODOVIARIA,975050
8,Áustria,"Ferro fundido, ferro e aço",MARITIMA,974650
4,China,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,974581
2,Argentina,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",RODOVIARIA,974271
6,Taiwan (Formosa),"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,974161
10,Hong Kong,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,MARITIMA,973899
